Name,Platform,Genre
Just Dance 2015,Wii,Misc
Yokai Watch Busters,3DS,Action
Mario Bros.,NES,Platform
FIFA Soccer 09,PS2,Sports
Star Wars: The Force Unleashed,PS3,Action
Borderlands 2,PS3,Shooter
TOCA Touring Car Championship,PS,Racing
Paper Mario: Sticker Star,3DS,Role-Playing
Sonic's Ultimate Genesis Collection,PS3,Misc
Super Monkey Ball: Banana Blitz,Wii,Misc
Kirby: Nightmare in Dream Land,GBA,Platform
Wario Land 4,GBA,Platform
Guitar Hero III: Legends of Rock,PS3,Misc
Call of Duty 3,Wii,Shooter
Resident Evil 4,Wii,Action
Minecraft,PSV,Misc
Onimusha 2: Samurai's Destiny,PS2,Adventure
Cool Boarders 2,PS,Sports
Paper Mario: The Thousand-Year Door,GC,Role-Playing
Madden NFL 12,PS3,Sports
Monster Hunter Tri,Wii,Role-Playing
Dissidia: Final Fantasy,PSP,Fighting
Sonic Advance,GBA,Platform
Spyro: Season of Ice,GBA,Platform
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action
LEGO Indiana Jones: The Original Adventures,DS,Action
Dance Dance Revolution X2,PS2,Simulation
New Super Luigi U,WiiU,Platform
Prince of Persia: The Sands of Time,PS2,Action
Scribblenauts,DS,Puzzle
The Legend of Zelda: Link's Awakening DX,GB,Adventure
Need for Speed: Hot Pursuit,X360,Racing
BioShock 2,X360,Shooter
Assassin's Creed IV: Black Flag,XOne,Action
Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action
Rock Band 2,X360,Misc
Frogger,2600,Action
Guitar Hero II,X360,Misc
Wario Land 3,GB,Platform
Pro Yakyuu Family Stadium,NES,Sports
Sonic Unleashed,Wii,Platform
High School Musical: Makin' the Cut!,DS,Puzzle
Pro Evolution Soccer 2012,PS3,Action
Saints Row,X360,Action
Star Wars: Knights of the Old Republic,XB,Role-Playing
Kirby's Pinball Land,GB,Misc
Donkey Kong Country,GB,Platform
Hitman: Absolution,PS3,Action
Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing
ATV Offroad Fury 2,PS2,Racing
Forza Motorsport 5,XOne,Racing
Madden NFL 25,X360,Sports
Pokemon Ranger,DS,Role-Playing
Mario & Luigi: Superstar Saga,GBA,Role-Playing
Final Fantasy XIII,X360,Role-Playing
Star Wars: Rogue Squadron,N64,Simulation
Tennis,NES,Sports
The Sims: House Party,PC,Simulation
Your Shape featuring Jenny McCarthy,Wii,Sports
Syphon Filter 2,PS,Shooter
Tom Clancy's Rainbow Six: Siege,PS4,Shooter
Volleyball,NES,Sports
FIFA 15,XOne,Sports
Call of Duty: Roads to Victory,PSP,Shooter
Super Mario RPG: Legend of the Seven Stars,SNES,Role-Playing
Mahjong,NES,Misc
R.C. Pro-Am,NES,Racing
SimCity 2000,PC,Simulation
Demon Attack,2600,Shooter
Dance Dance Revolution Extreme,PS2,Simulation
Tetris DS,DS,Puzzle
Final Fantasy Tactics Advance,GBA,Role-Playing
Far Cry: Primal,PS4,Action
Toy Story 3: The Video Game,DS,Action
Final Fantasy III,DS,Role-Playing
Kirby's Epic Yarn,Wii,Platform
Project Gotham Racing,XB,Racing
Golf,GB,Sports
NBA 2K12,PS3,Sports
Borderlands,PS3,Shooter
Tony Hawk's Pro Skater,N64,Sports
PES 2009: Pro Evolution Soccer,PS3,Sports
Need for Speed: Hot Pursuit 2,PS2,Racing
Mario Sports Mix,Wii,Sports
Rock Band,Wii,Misc
Dynasty Warriors 4,PS2,Action
Mortal Kombat,X360,Fighting
Parasite Eve,PS,Role-Playing
Scooby-Doo! Night of 100 Frights,PS2,Platform
Project Gotham Racing (JP weekly sales),XB,Action
Need for Speed: Most Wanted 5-1-0,PSP,Racing
Portal 2,X360,Shooter
Devil May Cry 3: Dante's Awakening,PS2,Action
Derby Stallion,PS,Sports
Dead Rising,X360,Action
Finding Nemo,PS2,Action
NBA 2K11,X360,Action
Wipeout: The Game,Wii,Misc
The Sims 2: Pets,DS,Simulation
Battlefield: Hardline,PS4,Shooter
Metal Gear Solid: Peace Walker,PSP,Action
World of Warcraft: Cataclysm,PC,Role-Playing
Tetris Worlds,PS2,Puzzle
Need For Speed: Undercover,PS3,Racing
Dance Dance Revolution: Hottest Party,Wii,Simulation
Mario Party 5,GC,Misc
Ghostbusters: The Video Game (DS Version),PS3,Action
Sim Theme Park,PC,Strategy
Warcraft: Orcs & Humans,PC,Strategy
Skate 3,PS3,Sports
Spec Ops: Airborne Commando,PS,Shooter
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing
UFC 2009 Undisputed,X360,Fighting
Dark Souls,PS3,Role-Playing
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy
Need for Speed: ProStreet,X360,Racing
The Sims 3,PS3,Simulation
Tom Clancy's Splinter Cell: Conviction,X360,Action
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Role-Playing
The Incredibles,GBA,Action
R4: Ridge Racer Type 4,PS,Racing
SoulCalibur II,PS2,Fighting
Mario & Luigi: Dream Team,3DS,Role-Playing
Need for Speed: ProStreet,PS3,Racing
Carnival Games,DS,Misc
NBA 2K14,PS3,Sports
Pokémon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing
Sonic Mega Collection,GC,Misc
Diablo III,PS3,Role-Playing
NBA Jam,GEN,Sports
PGR4 - Project Gotham Racing 4,X360,Racing
Kingdom Hearts 358/2 Days,DS,Role-Playing
Dance Central 2,X360,Misc
Rayman Raving Rabbids: TV Party,Wii,Misc
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action
Donkey Kong Country,GBA,Platform
Need for Speed: The Run,PS3,Action
Madden NFL 15,PS4,Sports
1080°: TenEighty Snowboarding,N64,Sports
Just Dance 3,X360,Misc
NBA Live 2004,PS2,Sports
Dead Space,PS3,Action
Call of Duty 2,X360,Shooter
Madden NFL 15,X360,Sports
Forza Horizon,X360,Racing
TouchMaster,DS,Puzzle
Tom Clancy's The Division,XOne,Shooter
LEGO Marvel Super Heroes,PS3,Action
Fire Emblem: Awakening,3DS,Role-Playing
DriveClub,PS4,Racing
Super Street Fighter II,SNES,Fighting
Mortal Kombat vs. DC Universe,PS3,Fighting
Tenchu: Stealth Assassins,PS,Action
Tennis,GB,Sports
Harry Potter and the Chamber of Secrets,GBA,Action
Harry Potter and the Chamber of Secrets,PS,Action
SimCity,SNES,Simulation
Battlefield 4,XOne,Shooter
Resident Evil 6,X360,Shooter
Dragon Age: Inquisition,PS4,Role-Playing
Sonic Classic Collection,DS,Platform
Spyro: Enter the Dragonfly,PS2,Platform
Call of Duty: World at War,Wii,Shooter
Devil May Cry 2,PS2,Action
Burnout Paradise,PS3,Racing
E.T.: The Extra Terrestrial,2600,Action
BioShock Infinite,X360,Shooter
Hot Shots Golf: Open Tee,PSP,Sports
Rad Racer,NES,Racing
Soccer,NES,Sports
Kirby Squeak Squad,DS,Platform
Tom Clancy's Rainbow Six: Vegas,X360,Shooter
Destiny,X360,Shooter
Crash Nitro Kart,PS2,Racing
Grand Theft Auto: San Andreas,XB,Action
Star Wars: Dark Forces,PC,Shooter
NBA Street Vol. 2,PS2,Sports
Def Jam Vendetta,PS2,Fighting
FIFA Soccer 09,X360,Sports
Who wants to be a millionaire,PC,Misc
Scooby Doo and the Cyber Chase,PS,Adventure
Alleyway,GB,Puzzle
Dragon Ball Z: Budokai 3,PS2,Fighting
Jet Moto 2,PS,Racing
Tom Clancy's Ghost Recon,PS2,Shooter
X-Men Legends,PS2,Role-Playing
Batman: Arkham Origins,X360,Action
Guitar Hero: World Tour,PS3,Misc
Mortal Kombat II,SNES,Fighting
Virtua Fighter 2,SAT,Fighting
Tetris DX,GB,Puzzle
Mortal Kombat vs. DC Universe,X360,Fighting
Watch Dogs,PS3,Action
Mario Super Sluggers,Wii,Sports
Tomb Raider (2013),X360,Action
The Legend of Zelda: Oracle of Ages,GB,Action
Need for Speed: Shift,X360,Racing
Monopoly,Wii,Misc
Red Faction,PS2,Shooter
The Sims: Makin' Magic,PC,Simulation
MX Unleashed,PS2,Racing
PaRappa The Rapper,PS,Misc
Toy Story Mania!,Wii,Misc
Mario Party 3,N64,Misc
Star Wars: The Force Unleashed,Wii,Action
Game Party 2,Wii,Misc
Destiny: The Taken King,PS4,Shooter
LEGO Star Wars III: The Clone Wars,Wii,Action
Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation
Max Payne 3,PS3,Shooter
Need for Speed Rivals,PS4,Racing
Madden NFL 09,PS3,Sports
Yokai Watch,3DS,Role-Playing
Ratchet & Clank Future: A Crack in Time,PS3,Platform
Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing
Mortal Kombat: Deception,PS2,Fighting
Hot Shots Golf 2,PS,Sports
Medal of Honor: European Assault (All Region sales),PS2,Shooter
WCW Nitro,PS,Fighting
High School Musical: Sing It!,PS2,Misc
Star Fox Adventures,GC,Adventure
FIFA 2000,PS,Sports
Dynasty Warriors 3,PS2,Action
Donkey Kong Country Returns,3DS,Platform
The Legend of Zelda: Oracle of Seasons,GB,Adventure
Madden NFL 06,XB,Sports
Shrek 2,PS2,Platform
The Legend of Dragoon,PS,Role-Playing
Turok 2: Seeds of Evil,N64,Platform
SingStar,PS2,Misc
LittleBigPlanet 3,PS4,Platform
NBA Live 2002,PS2,Sports
Phineas and Ferb,DS,Action
Chrono Cross,PS,Role-Playing
GoldenEye 007 (2010),Wii,Action
Mario Party: Island Tour,3DS,Misc
Jak 3,PS2,Platform
Rayman Raving Rabbids 2,Wii,Misc
Kingdom Hearts: Chain of Memories,GBA,Role-Playing
Pinball,NES,Action
inFAMOUS 2,PS3,Action
Gran Turismo Concept 2001 Tokyo,PS2,Racing
Demon's Souls,PS3,Role-Playing
NCAA Football 06,PS2,Sports
"Hey You, Pikachu!",N64,Simulation
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,Misc
World of Warcraft: Mists of Pandaria,PC,Role-Playing
Jet Moto,PS,Racing
Just Cause 3,PS4,Action
Secret of Mana,SNES,Role-Playing
The Orange Box,X360,Shooter
Air Combat,PS,Simulation
Kirby: Triple Deluxe,3DS,Platform
Sonic & Knuckles,GEN,Platform
Namco Museum,PS2,Misc
The Sims: Hot Date,PC,Simulation
Metroid Prime 3: Corruption,Wii,Shooter
Dragon Quest VI: Realms of Revelation,DS,Role-Playing
The Evil Within,PS4,Action
DDRMAX2: Dance Dance Revolution,PS2,Simulation
Crazy Taxi,DC,Racing
Virtua Fighter 4,PS2,Fighting
Sly 2: Band of Thieves,PS2,Platform
Guitar Hero: World Tour,PS2,Misc
Sonic Advance 2,GBA,Platform
Madden NFL 07,X360,Sports
NBA 2K11,PS3,Action
NFL GameDay 2000,PS,Sports
Call of Duty: Black Ops 3,PS3,Shooter
Disney's The Lion King,SNES,Platform
Beyond: Two Souls,PS3,Adventure
Kinect Star Wars,X360,Action
Midnight Club II,PS2,Racing
Dragon Quest Monsters: Joker,DS,Role-Playing
SpongeBob SquarePants: SuperSponge,PS,Action
The Getaway: Black Monday,PS2,Action
Professor Layton and the Mask of Miracle,3DS,Puzzle
Just Cause 2,PS3,Action
Dragon's Dogma,PS3,Role-Playing
The Legend of Zelda: The Wind Waker,WiiU,Action
50 Cent: Bulletproof,PS2,Action
High School Musical: Sing It!,Wii,Misc
Wii Party U,WiiU,Misc
Madden NFL 25,PS3,Sports
Final Fantasy II,SNES,Role-Playing
Kirby 64: The Crystal Shards,N64,Platform
Dead or Alive 3,XB,Fighting
UFC 2009 Undisputed,PS3,Fighting
Metroid II: Return of Samus,GB,Adventure
WWF Attitude,PS,Fighting
The SpongeBob SquarePants Movie,PS2,Platform
Golden Sun,GBA,Role-Playing
Sonic the Hedgehog 3,GEN,Platform
Kid Icarus,NES,Platform
Def Jam: Fight for NY,PS2,Fighting
Tom Clancy's Ghost Recon,XB,Shooter
State of Emergency,PS2,Action
BioShock Infinite,PS3,Shooter
Hitman: Absolution,X360,Action
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action
Call of Duty: Black Ops 3,X360,Shooter
The Urbz: Sims in the City,PS2,Simulation
FIFA Soccer 08,PS3,Sports
Star Wars: Starfighter,PS2,Simulation
Madden NFL 2000,PS,Sports
Kingdom Hearts,PS3,Role-Playing
Star Wars: Battlefront,XB,Shooter
Pro Evolution Soccer,PS2,Sports
Crackdown,X360,Shooter
Yoshi,NES,Puzzle
Disney's Aladdin,SNES,Platform
Kirby's Adventure,NES,Platform
Cooking Mama 3: Shop & Chop,DS,Simulation
Dance Dance Revolution X,PS2,Simulation
2 Games in 1: Disney Princess & The Lion King,GBA,Misc
Star Wars Episode I: The Phantom Menace,PS,Adventure
Xenosaga Episode I: Der Wille zur Macht,PS2,Role-Playing
Portal 2,PS3,Shooter
The Beatles: Rock Band,Wii,Misc
Forza Motorsport 6,XOne,Racing
Sonic Colors,Wii,Platform
Cruis'n USA,N64,Racing
Madden NFL 99,PS,Sports
Diablo III,PS4,Role-Playing
Uncharted: Golden Abyss,PSV,Shooter
Destiny,PS3,Shooter
SSX Tricky,PS2,Sports
Overwatch,PS4,Shooter
Twisted Metal III,PS,Action
Harry Potter and the Sorcerer's Stone,GB,Action
Disney Infinity,Wii,Action
Crash Bandicoot: The Huge Adventure,GBA,Platform
Dishonored,X360,Action
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,Action
The Order: 1886,PS4,Shooter
The Elder Scrolls Online,PS4,Role-Playing
Call of Duty: World at War Final Fronts,PS2,Shooter
Imagine: Teacher,DS,Simulation
Call of Duty: Modern Warfare 3,PC,Shooter
Madden NFL 2005,XB,Sports
Star Ocean: Till The End of Time,PS2,Role-Playing
The Sims 3: Late Night Expansion Pack,PC,Simulation
Game Party 3,Wii,Puzzle
Toy Story 2: Buzz Lightyear to the Rescue!,PS,Platform
Deal or No Deal,DS,Misc
Ace Combat 5: The Unsung War,PS2,Simulation
Need for Speed Underground,XB,Racing
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,Misc
Tetris Worlds,GBA,Puzzle
Cabela's Big Game Hunter 2010,Wii,Sports
The Crew,PS4,Racing
FIFA Soccer 10,PS2,Sports
We Ski,Wii,Sports
Personal Trainer: Math,DS,Puzzle
Kirby's Return to Dreamland,Wii,Platform
Super Puyo Puyo,SNES,Puzzle
Ben 10: Protector of Earth,DS,Action
NCAA Football 07,PS2,Sports
SOCOM 3: U.S. Navy SEALs,PS2,Shooter
NBA 2K15,XOne,Sports
Saints Row 2,PS3,Action
Saints Row IV,X360,Action
Jampack Winter '99,PS,Misc
Dragon Age: Origins,PS3,Role-Playing
FIFA 16,X360,Sports
WCW vs. nWo: World Tour,N64,Fighting
WCW/NWO Thunder,PS,Fighting
Harry Potter and the Sorcerer's Stone,GBA,Action
Need For Speed: Undercover,X360,Racing
Dragon Ball Z: The Legacy of Goku,GBA,Role-Playing
Sid Meier's Civilization V,PC,Strategy
Resident Evil 4,GC,Action
Call of Duty Black Ops: Declassified,PSV,Action
Star Wars Battlefront: Renegade Squadron,PSP,Shooter
World Championship Poker: Featuring Howard Lederer - All In,PS2,Misc
NFL GameDay 98,PS,Sports
LEGO Batman 2: DC Super Heroes,X360,Action
Yoshi's Cookie,GB,Puzzle
Time Crisis,PS,Shooter
The Sims: Superstar,PC,Simulation
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action
MySims,Wii,Simulation
Metroid Fusion,GBA,Action
Shaun White Snowboarding: Road Trip,Wii,Sports
SSX 3,PS2,Sports
Big Beach Sports,Wii,Sports
Madden NFL 2001,PS,Sports
Fight Night Round 3,PS3,Fighting
Knack,PS4,Platform
Star Wars: Battlefront II,XB,Shooter
Disney's DuckTales,NES,Platform
Tony Hawk's Pro Skater 3,PS,Sports
"Monsters, Inc.",GBA,Adventure
StarCraft II: Heart of the Swarm,PC,Strategy
PGR: Project Gotham Racing 2,XB,Racing
Spy Hunter,PS2,Racing
NCAA Football 2004,PS2,Sports
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,Platform
Dying Light,PS4,Action
Heavenly Sword,PS3,Action
Street Fighter II': Special Champion Edition,GEN,Fighting
SSX,PS2,Sports
Max Payne 3,X360,Shooter
NBA Ballers,PS2,Sports
Need for Speed Carbon,X360,Racing
NBA Live 2003,PS2,Sports
Dragon Ball Z: Budokai Tenkaichi,PS2,Fighting
Ms. Pac-Man,2600,Puzzle
Mario Party 6,GC,Misc
Super Scope 6,SNES,Shooter
Go Vacation,Wii,Misc
Dragon Quest V: Tenkuu no Hanayome,PS2,Role-Playing
Army of Two,X360,Shooter
Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing
Kirby & the Amazing Mirror,GBA,Platform
LEGO Pirates of the Caribbean: The Video Game,Wii,Action
Dig Dug,2600,Puzzle
Tom Clancy's Rainbow Six,PS,Shooter
Ghosts 'n Goblins,NES,Action
Tiger Woods PGA Tour 2003,PS2,Sports
NBA Live 06 (All region sales),PS2,Sports
Prince of Persia: Warrior Within,PS2,Action
Kinectimals,X360,Simulation
Until Dawn,PS4,Adventure
ESPN NFL 2K5,XB,Sports
Viva Pinata,X360,Simulation
Pikmin,GC,Strategy
Call of Duty: Black Ops,PC,Shooter
Sonic Generations,PS3,Platform
Tiger Woods PGA Tour 2004,PS2,Sports
Ape Escape,PS,Platform
NBA 2K15,X360,Sports
NCAA Football 2005,PS2,Sports
Just Cause 2,X360,Action
Rock Band,PS3,Misc
Tony Hawk's American Wasteland (Old all region sales),PS2,Sports
Rage,X360,Shooter
Mario Hoops 3 on 3,DS,Sports
Kirby Air Ride,GC,Racing
Sled Storm,PS,Racing
Pokemon Battle Revolution,Wii,Role-Playing
NFL Street 2,PS2,Sports
Gears of War: Judgment,X360,Shooter
Baseball,GB,Sports
Yu-Gi-Oh! Duel Monsters,GB,Strategy
Super Mario Strikers,GC,Sports
Buzz! The Music Quiz,PS2,Misc
SpongeBob's Atlantis SquarePantis,DS,Action
Far Cry 4,XOne,Shooter
Dance Dance Revolution: Hottest Party 2,Wii,Simulation
Moshi Monsters: Moshling Zoo,DS,Misc
Dollar Dash,PS2,Action
Far Cry 2,X360,Action
F-1 World Grand Prix,N64,Racing
River Raid,2600,Shooter
Silent Hill,PS,Action
Dragon Quest V: Hand of the Heavenly Bride,DS,Role-Playing
No Man's Sky,PS4,Action
Sonic Heroes,GC,Platform
ESPN NBA 2K5,PS2,Sports
Diablo,PC,Role-Playing
The Legend of Zelda: Twilight Princess,GC,Action
Soul Edge,PS,Fighting
Devil May Cry 4,PS3,Action
Mario Bros.,2600,Platform
Pro Evolution Soccer 2008,PS3,Sports
SoulCalibur IV,X360,Fighting
LEGO Harry Potter: Years 1-4,X360,Action
NASCAR 2000,PS,Racing
Wolfenstein: The New Order,PS4,Shooter
Carnival Games: Mini Golf,Wii,Sports
Guitar Hero: On Tour Decades,DS,Misc
MySims Kingdom,DS,Simulation
Jampack Summer 2K,PS,Misc
Need for Speed: Most Wanted,X360,Racing
Guitar Hero 5,Wii,Misc
High School Musical 3: Senior Year,DS,Misc
Kingdom Hearts 3D: Dream Drop Distance,3DS,Action
Hannah Montana: Music Jam,DS,Action
Pokemon Mystery Dungeon: Explorers of Sky,DS,Role-Playing
Spyro 2: Season of Flame,GBA,Platform
Pro Evolution Soccer 2010,PS2,Sports
NCAA Football 2002,PS2,Sports
Conflict: Desert Storm,PS2,Shooter
Mario Party 7,GC,Misc
Pro Evolution Soccer 2013,PS3,Sports
Smuggler's Run,PS2,Racing
Fight Night Round 3,PS2,Fighting
Donkey Kong Classics,NES,Platform
Twisted Metal,PS,Action
Dark Souls III,PS4,Role-Playing
Final Fight,SNES,Action
Dragon Quest Monsters 2,GB,Role-Playing
Pokemon Pinball: Ruby & Sapphire,GBA,Misc
LEGO Marvel Super Heroes,PS4,Action
Mafia II,X360,Action
Dishonored,PS3,Action
Stuntman,PS2,Racing
Tom Clancy's Rainbow Six 3,XB,Shooter
Active Life: Outdoor Challenge,Wii,Sports
BioShock 2,PS3,Shooter
007: The World is not Enough,N64,Action
Spider-Man 2: Enter: Electro,PS,Action
Watch Dogs,XOne,Action
Star Wars: The Force Unleashed II,PS3,Action
Ni no Kuni: Wrath of the White Witch,PS3,Role-Playing
Command & Conquer: Tiberian Sun,PC,Strategy
LEGO Battles: Ninjago,DS,Strategy
Mario Party 10,WiiU,Misc
Dead Rising 3,XOne,Action
Resident Evil: The Umbrella Chronicles,Wii,Action
Fire Emblem Fates,3DS,Role-Playing
Dark Cloud,PS2,Role-Playing
Warcraft III: The Frozen Throne,PC,Strategy
Tom Clancy's Ghost Recon Advanced Warfighter,X360,Shooter
Disney Fairies: Tinker Bell,DS,Adventure
MVP Baseball 2005,PS2,Sports
Die Hard Trilogy,PS,Shooter
Call of Duty: Black Ops II,PC,Shooter
Fight Night Round 4,PS3,Fighting
MySims Kingdom,Wii,Simulation
The Simpsons Game,DS,Action
Mortal Kombat 3,SNES,Fighting
NFL GameDay 99,PS,Sports
Call of Duty: Modern Warfare: Reflex Edition,Wii,Shooter
FIFA 17,XOne,Sports
Mario Golf: Toadstool Tour,GC,Sports
Tiger Woods 99 PGA Tour Golf,PS,Sports
Donkey Kong Country: Tropical Freeze,WiiU,Platform
Dead Space 2,X360,Shooter
Sonic Rivals 2,PSP,Racing
Knockout Kings,PS,Fighting
The Simpsons Skateboarding,PS2,Sports
NASCAR 98,PS,Racing
F1 Race,NES,Racing
Xevious,NES,Shooter
NASCAR 99,PS,Racing
NBA Live 2000,PS,Sports
Mafia II,PS3,Action
Call of Duty 3,PS3,Shooter
Super Monkey Ball 2,GC,Puzzle
Pac-Man World 2,PS2,Action
Madden NFL 15,XOne,Sports
Sonic & Sega All-Stars Racing,Wii,Racing
LEGO Star Wars III: The Clone Wars,X360,Action
Football Manager 2012,PC,Sports
Puzzle & Dragons,3DS,Role-Playing
Mega Man 2,NES,Action
Simpsons Wrestling,PS,Fighting
NBA Live 98,PS,Sports
The Simpsons Game,PS2,Action
Monopoly,PS,Misc
SoulCalibur II,GC,Fighting
Resistance 3,PS3,Shooter
Tokyo Xtreme Racer Zero,PS2,Racing
Final Fantasy XIV: A Realm Reborn,PC,Role-Playing
NFL Blitz,PS,Sports
Red Faction II,PS2,Shooter
Super Scribblenauts,DS,Puzzle
Madden NFL 2001,PS2,Sports
WWF No Mercy,N64,Fighting
Ice Climber,NES,Platform
Sonic CD,SCD,Platform
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,Platform
Dead Rising 2,X360,Action
Rock Band 2,PS3,Misc
Pac-Man World,PS,Action
Disney Sing It: Pop Hits,Wii,Misc
Final Fantasy: Crystal Chronicles,GC,Role-Playing
Medal of Honor: Frontline,XB,Shooter
Madden NFL 09,PS2,Sports
Drawn To Life: SpongeBob SquarePants Edition,DS,Adventure
Banjo-Tooie,N64,Platform
Buzz! The BIG Quiz,PS2,Misc
007: Quantum of Solace,X360,Action
The Sims 3,Wii,Simulation
New Play Control! Mario Power Tennis,Wii,Sports
Bratz: Forever Diamondz,DS,Adventure
Dirge of Cerberus: Final Fantasy VII,PS2,Shooter
Nintendo World Cup,NES,Sports
WWF WrestleMania 2000,N64,Fighting
Wario Land II,GB,Platform
Mass Effect 2,PS3,Role-Playing
Major League Baseball 2K5,PS2,Sports
Fight Night 2004,PS2,Fighting
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action
Imagine: Master Chef,DS,Simulation
Assassin's Creed III: Liberation,PSV,Action
SoulCalibur IV,PS3,Fighting
Mario Golf,N64,Action
Disney Princess,GBA,Platform
Fight Night Round 3,X360,Fighting
Metal Gear Rising: Revengeance,PS3,Action
Chrono Trigger,DS,Role-Playing
Star Wars: The Force Unleashed II,X360,Action
The House of the Dead 2 & 3 Return,Wii,Shooter
Disney Princess: Magical Jewels,DS,Adventure
LittleBigPlanet PS Vita,PSV,Platform
Xenogears,PS,Role-Playing
